Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
47,Travel_Frequently,Research & Development,0,Undergraduate,Male,0,1,Married,1669.6307550211707,1,30,4,4,0,10,6,0
26,Non-Travel,Research & Development,0,Masters,Female,4,4,Single,804.5147905915228,0,11,4,6,0,13,13,1
46,Travel_Rarely,Sales,0,Undergraduate,Male,2,5,Divorced,5724.037137579997,0,1,3,7,11,0,1,0
42,Travel_Rarely,Sales,0,Undergraduate,Female,0,4,Divorced,2771.1925994254343,0,34,4,9,0,2,12,0
35,Travel_Rarely,Research & Development,0,High School,Female,2,5,Married,1357.2386317815137,0,17,2,10,12,2,9,0
44,Travel_Rarely,Research & Development,0,Masters,Male,1,4,Single,1780.2356242506012,1,7,2,18,14,8,11,0
35,Travel_Rarely,Sales,0,Masters,Female,4,4,Divorced,3649.092036804642,0,39,3,12,6,14,9,1
24,Travel_Rarely,Human Resources,0,Masters,Female,4,3,Married,4569.848429803733,1,25,2,7,12,4,11,1
35,Travel_Rarely,Sales,0,High School,Male,0,2,Married,3501.3670330109453,0,2,3,0,6,0,7,0
34,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,6,Married,5130.06383832911,0,28,3,5,4,13,10,0
23,Travel_Rarely,Sales,0,Undergraduate,Male,1,4,Married,1646.6722203915422,0,39,5,15,5,10,6,0
45,Travel_Rarely,Sales,2,Masters,Female,3,3,Single,5922.993640336423,0,16,4,3,8,5,7,0
27,Travel_Rarely,Research & Development,0,Masters,Female,1,4,Married,4536.188982943766,0,35,3,4,6,13,14,0
19,Non-Travel,Sales,0,Undergraduate,Female,0,3,Married,2882.78250562786,0,36,3,11,12,14,2,1
26,Travel_Frequently,Research & Development,0,High School,Male,1,2,Divorced,4414.103785963103,0,20,3,0,0,5,0,1
39,Travel_Rarely,Sales,1,Phd,Male,2,5,Divorced,4418.580366784188,1,30,2,0,8,14,14,1
46,Travel_Rarely,Sales,0,Phd,Female,2,3,Single,4362.383138255944,0,30,4,15,14,0,14,0
38,Travel_Rarely,Sales,1,Masters,Male,2,4,Single,5549.943700578835,0,7,5,10,0,4,12,0
37,Travel_Frequently,Research & Development,0,High School,Male,2,3,Divorced,3247.964647018961,0,30,1,15,3,2,1,0
58,Travel_Frequently,Research & Development,0,Undergraduate,Female,0,3,Married,2008.2776881423702,0,9,5,13,13,3,2,0
26,Travel_Rarely,Research & Development,0,Phd,Male,2,1,Single,3882.1348350929334,0,20,3,16,3,12,10,0
30,Travel_Rarely,Research & Development,0,High School,Male,1,3,Married,4504.347035200595,0,19,2,0,3,0,0,0
32,Travel_Rarely,Sales,0,Undergraduate,Male,3,2,Single,1722.0189722610078,0,38,1,10,9,4,4,0
24,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,4,Divorced,4970.065115506855,0,24,4,6,6,2,1,0
29,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,3,Single,6101.475241223463,0,0,5,7,14,2,0,0
53,Travel_Rarely,Human Resources,0,Undergraduate,Male,3,4,Single,4137.888840925476,0,37,1,4,5,9,1,0
34,Travel_Rarely,Sales,0,High School,Female,2,1,Divorced,2039.2312285436267,1,22,3,8,1,5,11,1
38,Travel_Frequently,Research & Development,0,Undergraduate,Female,2,3,Single,2929.225421647246,0,13,3,6,4,5,6,0
25,Travel_Rarely,Sales,0,Masters,Female,2,2,Divorced,3979.274722670544,1,9,3,10,9,10,14,1
33,Travel_Rarely,Research & Development,1,Undergraduate,Male,2,6,Divorced,2215.483894680256,0,18,4,10,11,9,10,0
47,Travel_Rarely,Human Resources,0,Undergraduate,Female,0,3,Divorced,3812.373495940437,0,2,2,15,6,3,8,0
30,Travel_Frequently,Research & Development,0,Masters,Female,2,3,Single,2310.3215259051085,1,13,3,10,2,2,5,0
53,Travel_Rarely,Research & Development,0,High School,Male,2,2,Single,2378.2374122693,1,11,3,8,10,13,9,0
39,Travel_Rarely,Sales,0,Undergraduate,Male,2,3,Single,649.0652191252098,1,14,1,16,11,0,2,0
50,Travel_Frequently,Human Resources,0,Masters,Male,1,6,Divorced,4224.713686430625,1,25,2,6,12,7,4,0
45,Non-Travel,Research & Development,0,Masters,Female,4,6,Single,5555.921722233198,0,8,2,2,11,10,5,1
43,Travel_Rarely,Sales,0,Undergraduate,Male,2,0,Married,5277.5384318501165,0,9,4,11,2,11,12,1
40,Travel_Frequently,Sales,0,Masters,Male,1,4,Married,-1720.3245788666127,0,29,3,10,5,9,13,0
39,Travel_Rarely,Research & Development,0,Phd,Male,5,3,Single,5894.470639150563,0,25,2,11,3,1,12,0
48,Travel_Frequently,Sales,0,Masters,Male,1,4,Single,2037.0862252499248,0,11,1,5,3,10,0,0
28,Travel_Rarely,Research & Development,0,Phd,Female,2,2,Divorced,4307.517102225569,0,27,1,6,8,6,10,0
40,Travel_Rarely,Research & Development,4,Phd,Male,1,2,Married,645.9259145669357,0,36,2,13,8,7,3,0
22,Travel_Rarely,Research & Development,0,Masters,Female,0,2,Married,3723.2815449863488,0,32,3,4,13,11,13,0
51,Travel_Rarely,Research & Development,0,Masters,Female,5,3,Single,4075.3102949104887,0,24,3,2,12,11,0,1
43,Travel_Frequently,Research & Development,0,Undergraduate,Male,2,5,Single,1974.585839968445,0,35,4,13,7,13,14,0
40,Travel_Rarely,Sales,0,Phd,Female,2,0,Single,2204.406671081904,1,26,4,8,6,8,3,1
30,Travel_Rarely,Research & Development,0,Undergraduate,Female,0,2,Divorced,1875.8050846223207,0,23,1,16,14,7,2,0
35,Travel_Frequently,Research & Development,0,Phd,Female,1,2,Single,3764.880356823715,1,14,1,19,3,13,14,0
40,Travel_Rarely,Research & Development,0,Undergraduate,Female,0,2,Divorced,582.85662241711,0,4,1,1,0,1,8,0
13,Travel_Frequently,Sales,5,Phd,Male,3,4,Married,4506.065834160136,0,36,1,18,4,1,11,0
40,Travel_Rarely,Research & Development,0,High School,Female,5,2,Married,3560.2802810174403,1,0,4,9,6,4,9,0
31,Travel_Rarely,Research & Development,0,High School,Male,1,3,Married,7578.933915742334,0,15,3,15,11,13,1,0
49,Travel_Rarely,Research & Development,0,Masters,Male,3,1,Single,4984.913711662674,0,23,4,12,10,13,11,0
43,Travel_Rarely,Research & Development,0,High School,Male,1,4,Married,1545.6084248990107,0,1,4,14,13,8,3,0
42,Travel_Rarely,Sales,0,Undergraduate,Male,1,0,Divorced,2712.7826765908057,0,5,0,19,7,9,13,1
47,Travel_Rarely,Research & Development,0,Phd,Male,1,2,Married,2610.4887253537713,0,28,4,5,10,13,8,0
44,Travel_Rarely,Sales,0,Phd,Female,0,3,Divorced,4005.017734039293,0,26,1,19,4,0,2,0
58,Travel_Rarely,Sales,0,High School,Female,3,1,Single,3684.444833255346,0,18,3,1,5,1,13,0
40,Travel_Rarely,Research & Development,0,High School,Male,2,2,Married,3314.5144209201467,1,36,2,10,7,2,5,0
49,Travel_Rarely,Research & Development,0,Masters,Male,2,2,Single,582.1377388053179,1,11,5,19,11,8,8,0
51,Travel_Rarely,Sales,0,Masters,Male,5,3,Single,-841.8459765936877,0,39,0,2,0,9,1,1
35,Travel_Rarely,Human Resources,0,Undergraduate,Male,4,3,Divorced,-342.87244121010735,0,18,4,12,0,2,2,0
45,Travel_Rarely,Sales,0,Phd,Male,5,6,Married,2489.0194784706887,1,37,4,17,12,3,10,1
42,Travel_Rarely,Research & Development,0,Masters,Female,4,6,Divorced,4164.154731221772,0,7,7,18,7,9,9,0
33,Travel_Rarely,Sales,1,Phd,Male,2,1,Single,1734.1276430048565,1,12,5,5,0,13,2,1
45,Travel_Rarely,Sales,0,Undergraduate,Female,2,2,Single,3137.630434227901,0,28,2,19,3,6,8,1
42,Travel_Frequently,Research & Development,0,Undergraduate,Female,5,3,Single,774.0423479709211,0,37,5,18,3,2,3,0
62,Travel_Frequently,Sales,0,Masters,Male,2,5,Divorced,2677.7801965538392,1,31,4,8,11,8,13,0
43,Travel_Rarely,Research & Development,0,Phd,Male,1,4,Single,3527.701369152331,0,14,0,14,13,5,5,0
45,Travel_Rarely,Sales,0,High School,Male,1,3,Married,4991.625090738522,0,20,1,17,10,6,12,1
49,Travel_Rarely,Research & Development,1,Undergraduate,Male,1,2,Divorced,5442.998083933973,0,38,3,3,2,6,3,0
40,Travel_Rarely,Research & Development,0,Masters,Male,1,0,Married,2253.0990923389977,0,7,5,10,6,9,11,0
37,Travel_Frequently,Sales,0,Phd,Male,1,6,Divorced,4915.112246117161,1,19,3,18,4,3,12,0
36,Travel_Rarely,Research & Development,0,Masters,Male,0,2,Single,3529.427784276761,1,30,5,13,1,14,7,0
21,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Married,1721.7046632045535,0,24,4,7,0,1,12,0
32,Travel_Frequently,Sales,0,Phd,Male,3,1,Divorced,7420.250034476295,0,18,1,14,6,11,4,1
52,Travel_Rarely,Research & Development,0,Masters,Male,2,2,Married,4396.629867498277,0,37,3,16,0,7,7,0
42,Travel_Rarely,Sales,0,Undergraduate,Male,0,2,Married,554.8936304450694,0,37,4,6,14,13,9,1
33,Travel_Rarely,Research & Development,0,High School,Male,4,2,Married,5248.59070421411,1,35,1,18,3,5,4,0
48,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Divorced,4664.373697668358,0,4,3,1,1,1,8,0
50,Travel_Rarely,Sales,0,High School,Male,1,3,Married,2250.787132052888,0,0,2,5,5,12,8,1
38,Travel_Rarely,Sales,0,Masters,Female,2,1,Single,2894.189225934828,0,9,2,7,14,0,8,0
60,Travel_Rarely,Research & Development,0,Masters,Male,2,4,Single,4917.322634667776,0,4,2,7,14,12,2,1
38,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,4,Divorced,5945.9762185737145,0,31,1,11,4,9,13,0
33,Travel_Rarely,Sales,0,Undergraduate,Male,2,2,Single,2109.5669406283846,0,7,1,18,10,8,6,1
38,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,2,Single,3918.0473245687995,0,26,6,17,14,8,1,0
38,Travel_Rarely,Sales,1,Undergraduate,Male,4,1,Married,4239.206586362882,0,23,1,14,12,2,11,0
41,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,2,Married,2702.6895731844415,1,4,6,15,14,9,14,0
36,Travel_Rarely,Human Resources,0,Masters,Female,2,1,Married,4831.024674645138,1,35,5,4,14,10,8,0
46,Travel_Rarely,Research & Development,0,High School,Male,1,3,Single,3011.5251329552266,0,5,4,8,3,13,10,0
24,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,1,Married,3860.3623515755207,0,8,3,7,14,0,1,0
37,Travel_Rarely,Sales,0,High School,Male,2,2,Married,4466.150942784787,1,7,2,6,10,0,4,0
34,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Married,4162.692822242814,1,39,6,5,8,14,12,0
40,Travel_Rarely,Sales,0,Masters,Male,2,3,Married,3022.642201198471,1,34,2,10,12,10,7,1
15,Travel_Frequently,Research & Development,0,High School,Male,1,4,Married,7860.0106132770425,0,2,2,17,5,3,1,0
40,Travel_Rarely,Research & Development,0,High School,Male,3,0,Single,6316.860939689152,0,19,5,2,1,5,8,0
36,Travel_Rarely,Sales,0,Undergraduate,Female,3,3,Married,1622.5408591125235,0,30,2,9,12,4,1,0
19,Travel_Rarely,Research & Development,0,Phd,Female,1,6,Married,5358.315347190255,1,12,1,15,9,10,9,0
39,Travel_Frequently,Sales,1,Undergraduate,Female,4,2,Single,4561.916767767012,0,10,4,2,3,10,9,1
35,Travel_Frequently,Sales,0,Undergraduate,Female,1,3,Single,6763.089479312386,1,11,2,1,0,5,11,1
49,Travel_Frequently,Research & Development,0,Undergraduate,Female,2,4,Single,4843.4568902189585,1,22,6,19,5,5,4,0
37,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,2,Single,5934.457432302894,0,11,9,11,12,5,0,0
41,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,2,Single,3927.155102406061,0,20,4,13,7,12,1,0
46,Non-Travel,Sales,0,High School,Male,2,3,Single,-277.5890026308225,0,38,3,4,12,4,7,0
42,Travel_Rarely,Research & Development,0,High School,Female,3,4,Married,2278.5813836506013,0,5,3,9,10,9,14,0
31,Travel_Rarely,Research & Development,0,Undergraduate,Female,3,4,Divorced,988.179311236074,0,7,3,11,5,4,14,0
43,Travel_Rarely,Sales,0,Phd,Male,3,2,Single,2595.618581246433,1,17,1,0,14,2,4,1
37,Travel_Rarely,Human Resources,0,High School,Female,3,5,Divorced,2462.8850549071094,0,23,1,14,10,0,0,0
31,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Married,4101.742643423479,0,38,4,0,6,12,5,1
38,Travel_Rarely,Sales,0,High School,Male,2,4,Married,4956.794190546466,0,11,2,13,4,3,6,0
22,Travel_Rarely,Research & Development,0,Masters,Male,3,5,Married,6625.596266433811,1,19,4,9,13,1,13,0
30,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,2,Married,2951.1682009624164,0,12,2,8,0,4,1,0
22,Travel_Rarely,Research & Development,0,Phd,Male,4,2,Single,-925.791134229828,0,6,3,16,14,3,7,0
35,Travel_Rarely,Research & Development,0,Phd,Female,5,6,Married,7571.693921865733,0,36,2,4,8,9,12,1
22,Travel_Frequently,Research & Development,0,Undergraduate,Female,0,3,Divorced,2619.73156650535,0,32,4,9,3,2,8,0
38,Travel_Rarely,Human Resources,0,High School,Female,2,3,Married,-1232.3913620293279,0,34,2,14,1,5,5,0
45,Travel_Rarely,Research & Development,0,High School,Female,2,4,Single,5797.54330137617,1,39,2,18,2,2,8,0
43,Travel_Frequently,Research & Development,0,Phd,Male,1,1,Divorced,4071.569294075369,1,19,3,12,9,11,3,0
22,Travel_Rarely,Sales,2,Phd,Male,0,2,Married,5188.701899593334,0,38,4,14,3,7,8,1
21,Travel_Rarely,Sales,0,Masters,Female,2,3,Divorced,4921.963400735084,0,10,2,13,9,2,10,0
29,Travel_Rarely,Sales,0,Undergraduate,Male,3,2,Divorced,4821.878533813779,0,35,5,4,11,1,4,0
34,Travel_Rarely,Sales,1,Undergraduate,Female,2,2,Married,5484.28073429798,0,1,2,19,3,9,0,1
20,Travel_Rarely,Research & Development,0,Masters,Male,1,0,Divorced,2630.2520414713954,1,12,5,15,7,4,14,0
28,Non-Travel,Sales,0,Masters,Male,2,7,Married,6093.730780100608,0,32,1,8,8,14,9,0
28,Travel_Rarely,Sales,0,Phd,Female,0,2,Divorced,4940.526837506755,1,36,1,6,14,0,9,0
31,Non-Travel,Research & Development,1,Undergraduate,Female,1,3,Single,2202.3867245742927,0,35,8,7,3,7,7,0
14,Travel_Rarely,Research & Development,0,High School,Male,1,4,Single,-1393.1927711671697,0,30,4,11,6,8,10,0
20,Travel_Rarely,Human Resources,0,Undergraduate,Male,3,0,Married,5527.447606495106,0,17,2,3,10,6,7,0
30,Travel_Rarely,Sales,0,Undergraduate,Male,5,4,Divorced,4542.096951909228,1,29,4,13,11,1,12,1
27,Travel_Rarely,Sales,0,Phd,Male,1,2,Married,4124.384516806123,1,17,2,15,9,5,1,0
33,Travel_Rarely,Research & Development,0,Phd,Male,2,2,Single,4635.061003367381,0,38,3,8,12,3,8,0
30,Travel_Frequently,Research & Development,0,Phd,Female,2,3,Married,204.99176585701662,0,22,3,13,5,9,12,0
36,Travel_Rarely,Human Resources,0,Undergraduate,Female,1,3,Married,3884.722829857791,0,3,0,7,11,1,7,0
19,Travel_Rarely,Research & Development,0,Masters,Male,4,4,Married,5016.713910169939,0,7,2,18,6,1,3,0
33,Non-Travel,Research & Development,0,Undergraduate,Male,1,1,Married,6910.683463612646,0,10,2,13,2,12,1,0
19,Travel_Rarely,Human Resources,0,Undergraduate,Female,2,3,Married,3825.206072595245,0,5,3,18,1,8,14,0
40,Travel_Rarely,Sales,0,Undergraduate,Male,3,0,Divorced,4277.122694967226,1,8,3,14,0,13,5,1
45,Travel_Rarely,Human Resources,0,High School,Male,4,3,Divorced,-2581.869889802916,0,14,8,9,2,9,13,0
26,Travel_Frequently,Research & Development,0,Phd,Male,1,1,Divorced,5834.838567617537,0,0,4,19,11,9,9,0
34,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,8,Divorced,-780.4679893491193,0,36,5,12,11,12,11,0
40,Travel_Rarely,Sales,0,Undergraduate,Male,0,3,Divorced,2714.97870449526,0,39,1,9,10,11,11,1
32,Travel_Rarely,Research & Development,0,Phd,Female,1,1,Divorced,2180.762517283906,0,25,4,18,3,5,4,0
36,Travel_Frequently,Research & Development,0,Undergraduate,Male,1,3,Married,4438.9400289992045,0,24,2,13,0,14,11,0
27,Non-Travel,Sales,0,Phd,Female,2,4,Single,4046.0203696126146,0,31,0,2,5,12,12,0
51,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Married,3876.613593901728,0,33,3,13,13,0,2,0
34,Travel_Rarely,Research & Development,0,High School,Male,0,5,Single,2576.949945302717,1,30,7,9,7,8,14,0
32,Travel_Rarely,Research & Development,0,Phd,Male,4,7,Married,4034.9395593529716,0,28,3,9,13,14,10,0
43,Travel_Rarely,Human Resources,0,High School,Female,0,1,Single,7360.269649761324,0,8,4,3,11,9,11,0
41,Travel_Frequently,Sales,0,High School,Female,1,3,Single,764.7338030251881,0,0,3,16,0,4,5,0
19,Travel_Rarely,Sales,0,Undergraduate,Male,2,4,Divorced,2607.828615922212,1,12,3,0,0,1,1,1
46,Travel_Rarely,Research & Development,0,Phd,Male,1,0,Married,654.7372469803313,0,24,1,10,3,9,13,0
33,Travel_Frequently,Research & Development,0,Phd,Male,1,1,Single,3499.1958800758252,0,13,6,19,5,8,13,0
17,Travel_Rarely,Sales,0,Undergraduate,Female,2,3,Single,2648.344110152998,0,4,3,8,14,13,0,1
32,Travel_Frequently,Sales,0,Undergraduate,Male,1,4,Single,1438.3416397683611,0,29,7,19,13,11,7,1
25,Travel_Rarely,Research & Development,0,High School,Female,2,4,Divorced,6698.6666190622545,0,2,1,12,1,9,0,0
39,Travel_Rarely,Research & Development,0,Phd,Male,2,8,Married,3409.1481315831456,1,14,5,6,11,5,11,0
43,Travel_Rarely,Sales,0,Undergraduate,Male,3,7,Divorced,776.3158005443206,1,21,3,19,2,7,4,0
35,Travel_Frequently,Sales,0,Masters,Male,1,1,Single,984.1541088721822,0,15,2,8,10,6,14,1
29,Travel_Rarely,Research & Development,0,Phd,Female,3,7,Divorced,3398.5193480066887,1,13,2,2,12,6,9,0
25,Travel_Rarely,Research & Development,0,Phd,Male,1,3,Single,2844.886141120161,0,5,2,16,12,9,5,0
39,Travel_Rarely,Research & Development,1,Phd,Male,0,4,Divorced,1344.2469864103575,0,9,4,18,8,4,12,0
34,Travel_Rarely,Sales,0,Phd,Male,1,3,Single,1245.3513880775324,1,19,2,18,7,3,13,0
22,Travel_Rarely,Sales,0,Undergraduate,Male,1,6,Single,3252.4470576684002,0,10,6,4,8,14,14,0
42,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,3,Divorced,-1334.8038385714935,0,6,0,6,3,7,10,0
27,Travel_Rarely,Sales,0,Phd,Male,5,1,Single,3253.8397811495306,0,1,2,17,9,4,1,1
41,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,2,Single,2739.8945476405715,0,19,5,12,11,11,14,0
30,Travel_Frequently,Sales,0,Phd,Female,3,2,Married,2634.710157545256,1,15,4,12,5,9,14,1
28,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,4,Married,2592.5144817382943,1,37,4,0,10,7,2,1
37,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,2,Divorced,4835.422482912755,0,4,3,6,9,3,2,0
56,Travel_Rarely,Research & Development,0,Masters,Female,3,1,Single,-837.7294257432336,0,4,3,12,5,1,14,0
39,Travel_Rarely,Research & Development,0,Phd,Female,3,4,Single,3117.1704193219716,0,6,4,3,0,1,14,0
27,Travel_Rarely,Sales,0,Masters,Female,2,1,Single,3339.465971249698,0,37,1,1,13,10,12,1
43,Travel_Rarely,Research & Development,0,Phd,Female,1,3,Married,5231.615157262741,0,36,2,9,5,13,10,0
32,Travel_Frequently,Research & Development,0,Masters,Male,2,1,Divorced,4007.252849718764,0,38,2,14,8,1,8,0
50,Travel_Rarely,Sales,0,High School,Male,3,7,Single,3480.334429404078,0,32,4,5,11,5,8,0
20,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,1,Married,2588.4681860885285,0,16,3,1,6,6,2,1
52,Travel_Rarely,Research & Development,0,Undergraduate,Female,0,3,Single,3252.184487212948,0,33,7,18,9,5,13,0
42,Travel_Rarely,Sales,1,Phd,Female,2,3,Married,377.1112497241179,0,17,3,0,14,9,10,1
26,Travel_Rarely,Sales,0,Undergraduate,Male,1,2,Married,-684.7372980846417,0,5,6,5,2,7,1,1
23,Travel_Rarely,Research & Development,1,High School,Male,2,8,Single,2181.0748262057778,0,39,2,1,0,5,3,1
45,Non-Travel,Research & Development,0,Undergraduate,Female,3,2,Divorced,144.2334661312102,0,37,2,14,7,13,7,0
30,Travel_Rarely,Research & Development,1,Undergraduate,Female,1,1,Married,2354.0342475356965,1,31,2,1,12,3,4,0
23,Travel_Frequently,Sales,0,Phd,Male,1,3,Single,5439.690838690998,0,19,2,8,4,1,4,0
37,Non-Travel,Sales,0,Masters,Female,2,2,Married,2318.497500246751,0,26,2,10,7,4,8,0
40,Travel_Rarely,Sales,0,High School,Female,3,6,Married,5185.542745540362,0,17,2,3,11,12,14,0
40,Travel_Frequently,Research & Development,0,High School,Male,1,6,Single,1869.1933922959554,0,12,2,1,6,4,13,1
23,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,0,Single,358.1015319472358,0,37,5,1,14,0,3,0
29,Travel_Frequently,Sales,0,Phd,Male,4,6,Divorced,5085.528280797964,0,28,3,10,14,8,2,1
36,Non-Travel,Research & Development,0,Phd,Male,1,2,Single,773.9771802119149,0,36,3,19,13,14,6,0
23,Travel_Rarely,Sales,0,Undergraduate,Male,3,4,Single,2872.4667704266913,0,27,1,15,2,7,1,0
33,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,1,Married,4366.021364827219,1,28,2,0,1,13,3,1
35,Travel_Frequently,Human Resources,0,Undergraduate,Female,2,4,Single,3263.2112591322343,1,35,0,7,7,6,3,0
35,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,4,Single,2051.5740249206838,1,34,3,4,8,2,1,0
15,Travel_Rarely,Research & Development,0,Phd,Male,1,6,Single,6675.513981172748,0,33,0,12,10,2,2,0
30,Travel_Rarely,Sales,0,Masters,Female,0,3,Single,2145.748968656571,0,21,1,19,2,11,4,1
28,Travel_Frequently,Sales,0,Masters,Female,4,2,Married,3577.66320913967,1,8,2,3,0,11,0,1
28,Travel_Rarely,Research & Development,0,High School,Female,1,2,Married,3376.46167414946,1,35,0,0,6,2,14,1
49,Travel_Rarely,Sales,0,Undergraduate,Female,2,1,Single,2063.4722234510173,1,31,1,12,6,6,0,1
40,Travel_Rarely,Sales,0,Phd,Male,2,12,Divorced,5030.429676379589,1,13,4,12,1,5,1,0
30,Travel_Frequently,Research & Development,2,High School,Male,1,3,Married,3618.2545507224154,0,33,2,1,10,4,11,0
49,Travel_Rarely,Sales,0,Masters,Male,0,5,Single,4622.243213258578,0,27,1,12,1,12,6,0
50,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,3,Married,2909.5179229909363,0,18,4,0,6,2,3,0
33,Travel_Frequently,Sales,0,Undergraduate,Male,4,3,Married,3543.1753848878507,1,1,2,16,5,10,10,1
27,Travel_Rarely,Sales,0,Phd,Male,2,1,Married,-26.58221048887799,0,15,3,13,12,12,3,1
40,Travel_Rarely,Sales,0,Masters,Female,1,1,Married,2345.434048876851,0,32,5,17,14,9,14,1
21,Travel_Rarely,Research & Development,0,High School,Male,0,4,Divorced,253.70680375543589,0,23,0,4,6,14,9,1
37,Non-Travel,Research & Development,0,High School,Male,3,5,Married,2675.9294770165643,1,8,2,11,5,14,2,0
31,Non-Travel,Human Resources,1,Masters,Male,1,5,Married,3002.1992000656155,0,36,0,7,1,1,8,0
18,Travel_Frequently,Sales,0,Phd,Female,1,0,Single,2441.6339271465577,1,2,5,1,3,6,5,1
49,Travel_Frequently,Research & Development,0,Undergraduate,Male,1,2,Married,1610.3837925392002,1,26,5,15,5,10,0,0
24,Travel_Rarely,Sales,0,Undergraduate,Female,1,2,Married,4225.503479322856,0,23,4,15,5,7,14,1
12,Travel_Rarely,Sales,0,Undergraduate,Male,1,6,Married,2892.942708488809,1,35,5,6,1,6,0,0
